dataset,identity,filename,path,source_tool,mask_type,is_masked
lfw_subset,Adrian_Nastase,Adrian_Nastase_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Adrian_Nastase/Adrian_Nastase_0001.jpg,none,unmasked,0
lfw_subset,Adrian_Nastase,Adrian_Nastase_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Adrian_Nastase/Adrian_Nastase_0002.jpg,none,unmasked,0
lfw_subset,Adrien_Brody,Adrien_Brody_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Adrien_Brody/Adrien_Brody_0001.jpg,none,unmasked,0
lfw_subset,Adrien_Brody,Adrien_Brody_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Adrien_Brody/Adrien_Brody_0002.jpg,none,unmasked,0
lfw_subset,Adrien_Brody,Adrien_Brody_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Adrien_Brody/Adrien_Brody_0003.jpg,none,unmasked,0
lfw_subset,Adrien_Brody,Adrien_Brody_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Adrien_Brody/Adrien_Brody_0004.jpg,none,unmasked,0
lfw_subset,Ahmad_Masood,Ahmad_Masood_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ahmad_Masood/Ahmad_Masood_0001.jpg,none,unmasked,0
lfw_subset,Ahmad_Masood,Ahmad_Masood_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ahmad_Masood/Ahmad_Masood_0002.jpg,none,unmasked,0
lfw_subset,Ahmed_Chalabi,Ahmed_Chalabi_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ahmed_Chalabi/Ahmed_Chalabi_0001.jpg,none,unmasked,0
lfw_subset,Ahmed_Chalabi,Ahmed_Chalabi_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ahmed_Chalabi/Ahmed_Chalabi_0002.jpg,none,unmasked,0
lfw_subset,Ahmed_Chalabi,Ahmed_Chalabi_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ahmed_Chalabi/Ahmed_Chalabi_0003.jpg,none,unmasked,0
lfw_subset,Ahmed_Chalabi,Ahmed_Chalabi_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ahmed_Chalabi/Ahmed_Chalabi_0004.jpg,none,unmasked,0
lfw_subset,Ahmet_Necdet_Sezer,Ahmet_Necdet_Sezer_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,none,unmasked,0
lfw_subset,Ahmet_Necdet_Sezer,Ahmet_Necdet_Sezer_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,none,unmasked,0
lfw_subset,Ai_Sugiyama,Ai_Sugiyama_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ai_Sugiyama/Ai_Sugiyama_0001.jpg,none,unmasked,0
lfw_subset,Ai_Sugiyama,Ai_Sugiyama_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ai_Sugiyama/Ai_Sugiyama_0002.jpg,none,unmasked,0
lfw_subset,Ai_Sugiyama,Ai_Sugiyama_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ai_Sugiyama/Ai_Sugiyama_0003.jpg,none,unmasked,0
lfw_subset,Ai_Sugiyama,Ai_Sugiyama_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Ai_Sugiyama/Ai_Sugiyama_0004.jpg,none,unmasked,0
lfw_subset,Aicha_El_Ouafi,Aicha_El_Ouafi_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Aicha_El_Ouafi/Aicha_El_Ouafi_0001.jpg,none,unmasked,0
lfw_subset,Aicha_El_Ouafi,Aicha_El_Ouafi_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Aicha_El_Ouafi/Aicha_El_Ouafi_0002.jpg,none,unmasked,0
lfw_subset,Aicha_El_Ouafi,Aicha_El_Ouafi_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Aicha_El_Ouafi/Aicha_El_Ouafi_0003.jpg,none,unmasked,0
lfw_subset,Aitor_Gonzalez,Aitor_Gonzalez_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Aitor_Gonzalez/Aitor_Gonzalez_0001.jpg,none,unmasked,0
lfw_subset,Aitor_Gonzalez,Aitor_Gonzalez_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Aitor_Gonzalez/Aitor_Gonzalez_0002.jpg,none,unmasked,0
lfw_subset,Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,none,unmasked,0
lfw_subset,Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,none,unmasked,0
lfw_subset,Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0003.jpg,none,unmasked,0
lfw_subset,Akhmed_Zakayev,Akhmed_Zakayev_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Akhmed_Zakayev/Akhmed_Zakayev_0001.jpg,none,unmasked,0
lfw_subset,Akhmed_Zakayev,Akhmed_Zakayev_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,none,unmasked,0
lfw_subset,Akhmed_Zakayev,Akhmed_Zakayev_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,none,unmasked,0
lfw_subset,Al_Davis,Al_Davis_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Davis/Al_Davis_0001.jpg,none,unmasked,0
lfw_subset,Al_Davis,Al_Davis_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Davis/Al_Davis_0002.jpg,none,unmasked,0
lfw_subset,Al_Gore,Al_Gore_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Gore/Al_Gore_0001.jpg,none,unmasked,0
lfw_subset,Al_Gore,Al_Gore_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Gore/Al_Gore_0002.jpg,none,unmasked,0
lfw_subset,Al_Gore,Al_Gore_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Gore/Al_Gore_0003.jpg,none,unmasked,0
lfw_subset,Al_Gore,Al_Gore_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Gore/Al_Gore_0004.jpg,none,unmasked,0
lfw_subset,Al_Pacino,Al_Pacino_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Pacino/Al_Pacino_0001.jpg,none,unmasked,0
lfw_subset,Al_Pacino,Al_Pacino_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Pacino/Al_Pacino_0002.jpg,none,unmasked,0
lfw_subset,Al_Pacino,Al_Pacino_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Pacino/Al_Pacino_0003.jpg,none,unmasked,0
lfw_subset,Al_Sharpton,Al_Sharpton_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Sharpton/Al_Sharpton_0001.jpg,none,unmasked,0
lfw_subset,Al_Sharpton,Al_Sharpton_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Sharpton/Al_Sharpton_0002.jpg,none,unmasked,0
lfw_subset,Al_Sharpton,Al_Sharpton_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Sharpton/Al_Sharpton_0003.jpg,none,unmasked,0
lfw_subset,Al_Sharpton,Al_Sharpton_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Al_Sharpton/Al_Sharpton_0004.jpg,none,unmasked,0
lfw_subset,Alan_Ball,Alan_Ball_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alan_Ball/Alan_Ball_0001.jpg,none,unmasked,0
lfw_subset,Alan_Ball,Alan_Ball_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alan_Ball/Alan_Ball_0002.jpg,none,unmasked,0
lfw_subset,Alan_Greenspan,Alan_Greenspan_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alan_Greenspan/Alan_Greenspan_0001.jpg,none,unmasked,0
lfw_subset,Alan_Greenspan,Alan_Greenspan_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alan_Greenspan/Alan_Greenspan_0002.jpg,none,unmasked,0
lfw_subset,Alan_Greenspan,Alan_Greenspan_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alan_Greenspan/Alan_Greenspan_0003.jpg,none,unmasked,0
lfw_subset,Alan_Greenspan,Alan_Greenspan_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alan_Greenspan/Alan_Greenspan_0004.jpg,none,unmasked,0
lfw_subset,Alan_Mulally,Alan_Mulally_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alan_Mulally/Alan_Mulally_0001.jpg,none,unmasked,0
lfw_subset,Alan_Mulally,Alan_Mulally_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alan_Mulally/Alan_Mulally_0002.jpg,none,unmasked,0
lfw_subset,Alastair_Campbell,Alastair_Campbell_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alastair_Campbell/Alastair_Campbell_0001.jpg,none,unmasked,0
lfw_subset,Alastair_Campbell,Alastair_Campbell_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alastair_Campbell/Alastair_Campbell_0002.jpg,none,unmasked,0
lfw_subset,Alastair_Campbell,Alastair_Campbell_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alastair_Campbell/Alastair_Campbell_0003.jpg,none,unmasked,0
lfw_subset,Alastair_Campbell,Alastair_Campbell_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alastair_Campbell/Alastair_Campbell_0004.jpg,none,unmasked,0
lfw_subset,Albert_Costa,Albert_Costa_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Albert_Costa/Albert_Costa_0001.jpg,none,unmasked,0
lfw_subset,Albert_Costa,Albert_Costa_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Albert_Costa/Albert_Costa_0002.jpg,none,unmasked,0
lfw_subset,Albert_Costa,Albert_Costa_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Albert_Costa/Albert_Costa_0003.jpg,none,unmasked,0
lfw_subset,Albert_Costa,Albert_Costa_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Albert_Costa/Albert_Costa_0004.jpg,none,unmasked,0
lfw_subset,Alberto_Fujimori,Alberto_Fujimori_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alberto_Fujimori/Alberto_Fujimori_0001.jpg,none,unmasked,0
lfw_subset,Alberto_Fujimori,Alberto_Fujimori_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alberto_Fujimori/Alberto_Fujimori_0002.jpg,none,unmasked,0
lfw_subset,Alberto_Ruiz_Gallardon,Alberto_Ruiz_Gallardon_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0001.jpg,none,unmasked,0
lfw_subset,Alberto_Ruiz_Gallardon,Alberto_Ruiz_Gallardon_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alberto_Ruiz_Gallardon/Alberto_Ruiz_Gallardon_0002.jpg,none,unmasked,0
lfw_subset,Albrecht_Mentz,Albrecht_Mentz_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Albrecht_Mentz/Albrecht_Mentz_0001.jpg,none,unmasked,0
lfw_subset,Albrecht_Mentz,Albrecht_Mentz_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Albrecht_Mentz/Albrecht_Mentz_0002.jpg,none,unmasked,0
lfw_subset,Aldo_Paredes,Aldo_Paredes_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Aldo_Paredes/Aldo_Paredes_0001.jpg,none,unmasked,0
lfw_subset,Aldo_Paredes,Aldo_Paredes_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Aldo_Paredes/Aldo_Paredes_0002.jpg,none,unmasked,0
lfw_subset,Alec_Baldwin,Alec_Baldwin_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alec_Baldwin/Alec_Baldwin_0001.jpg,none,unmasked,0
lfw_subset,Alec_Baldwin,Alec_Baldwin_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alec_Baldwin/Alec_Baldwin_0002.jpg,none,unmasked,0
lfw_subset,Alec_Baldwin,Alec_Baldwin_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alec_Baldwin/Alec_Baldwin_0003.jpg,none,unmasked,0
lfw_subset,Alec_Baldwin,Alec_Baldwin_0004.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alec_Baldwin/Alec_Baldwin_0004.jpg,none,unmasked,0
lfw_subset,Alejandro_Atchugarry,Alejandro_Atchugarry_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alejandro_Atchugarry/Alejandro_Atchugarry_0001.jpg,none,unmasked,0
lfw_subset,Alejandro_Atchugarry,Alejandro_Atchugarry_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alejandro_Atchugarry/Alejandro_Atchugarry_0002.jpg,none,unmasked,0
lfw_subset,Alejandro_Avila,Alejandro_Avila_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alejandro_Avila/Alejandro_Avila_0001.jpg,none,unmasked,0
lfw_subset,Alejandro_Avila,Alejandro_Avila_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alejandro_Avila/Alejandro_Avila_0002.jpg,none,unmasked,0
lfw_subset,Alejandro_Avila,Alejandro_Avila_0003.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alejandro_Avila/Alejandro_Avila_0003.jpg,none,unmasked,0
lfw_subset,Alejandro_Toledo,Alejandro_Toledo_0001.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alejandro_Toledo/Alejandro_Toledo_0001.jpg,none,unmasked,0
lfw_subset,Alejandro_Toledo,Alejandro_Toledo_0002.jpg,/home/varunaditya/Projects/Project_ARGUS/datasets/processed/LFW_subset/Alejandro_Toledo/Alejandro_Toledo_0002.jpg,none,unmasked,0
